state,city,water_system,zip_code,zip_codes,pfas_type,concentration_ppt,epa_limit_ppt,exceeds_limit,population_served,system_size,pwsid
NC,LILLINGTON WATER SYSTEM,LILLINGTON WATER SYSTEM,27546,27546,PFHxS,3.8,10.0,False,3300,S,NC0343025
NC,LILLINGTON WATER SYSTEM,LILLINGTON WATER SYSTEM,27546,27546,PFOA,7.9,4.0,True,3300,S,NC0343025
NC,LILLINGTON WATER SYSTEM,LILLINGTON WATER SYSTEM,27546,27546,PFOS,11.4,4.0,True,3300,S,NC0343025
NC,LINCOLN COUNTY WTP,LINCOLN COUNTY WTP,28037,28037|28092|28168,PFOA,5.7,4.0,True,10000,L,NC0155035
NC,"LINCOLNTON, CITY OF","LINCOLNTON, CITY OF",28092,28092,PFBS,3.0,2000.0,False,10000,L,NC0155010
NC,"LINCOLNTON, CITY OF","LINCOLNTON, CITY OF",28092,28092,PFOA,6.1,4.0,True,10000,L,NC0155010
NC,"LITTLETON, TOWN OF","LITTLETON, TOWN OF",27850,27850,PFOA,4.0,4.0,False,3300,S,NC0442028
NC,"LITTLETON, TOWN OF","LITTLETON, TOWN OF",27850,27850,PFOS,6.9,4.0,True,3300,S,NC0442028
NC,"LUMBERTON, CITY OF","LUMBERTON, CITY OF",28358,28358,PFOA,5.7,4.0,True,10000,L,NC0378010
NC,"LUMBERTON, CITY OF","LUMBERTON, CITY OF",28358,28358,PFOS,7.9,4.0,True,10000,L,NC0378010
NC,"MAIDEN, TOWN OF","MAIDEN, TOWN OF",28650,28650|28658,PFOA,11.9,4.0,True,3300,S,NC0118030
NC,MEADOW LAKE S/D,MEADOW LAKE S/D,27539,27539,PFHxS,3.5,10.0,False,3300,S,NC0392159
NC,"MEBANE, CITY OF","MEBANE, CITY OF",27302,27302,PFBS,10.8,2000.0,False,10000,L,NC0201018
NC,"MEBANE, CITY OF","MEBANE, CITY OF",27302,27302,PFOA,7.8,4.0,True,10000,L,NC0201018
NC,"MEBANE, CITY OF","MEBANE, CITY OF",27302,27302,PFOS,7.4,4.0,True,10000,L,NC0201018
NC,"MONROE, CITY OF","MONROE, CITY OF",28110,28110|28111|28112,PFBS,5.6,2000.0,False,10000,L,NC0190010
NC,MONTGOMERY COUNTY WATER SYSTEM,MONTGOMERY COUNTY WATER SYSTEM,27209,27209|27229|27247|27281|27306|27356|27371|28127,PFOS,4.4,4.0,True,10000,L,NC0362010
NC,MOORE CO PUBLIC UTIL-PINEHURST,MOORE CO PUBLIC UTIL-PINEHURST,27376,27376|28326|28327|28374|28387|28394,PFBS,13.6,2000.0,False,10000,L,NC0363108
NC,MOORE CO PUBLIC UTIL-PINEHURST,MOORE CO PUBLIC UTIL-PINEHURST,27376,27376|28326|28327|28374|28387|28394,PFHxS,4.5,10.0,False,10000,L,NC0363108
NC,MOORE CO PUBLIC UTIL-PINEHURST,MOORE CO PUBLIC UTIL-PINEHURST,27376,27376|28326|28327|28374|28387|28394,PFOA,8.5,4.0,True,10000,L,NC0363108
NC,MOORE CO PUBLIC UTIL-PINEHURST,MOORE CO PUBLIC UTIL-PINEHURST,27376,27376|28326|28327|28374|28387|28394,PFOS,9.6,4.0,True,10000,L,NC0363108
NC,"NASHVILLE, TOWN OF","NASHVILLE, TOWN OF",27816,27816|27856,PFBS,3.6,2000.0,False,3300,S,NC0464020
NC,"NASHVILLE, TOWN OF","NASHVILLE, TOWN OF",27816,27816|27856,PFHxS,35.0,10.0,True,3300,S,NC0464020
NC,"NASHVILLE, TOWN OF","NASHVILLE, TOWN OF",27816,27816|27856,PFOA,6.6,4.0,True,3300,S,NC0464020
NC,"NASHVILLE, TOWN OF","NASHVILLE, TOWN OF",27816,27816|27856,PFOS,490.0,4.0,True,3300,S,NC0464020
NC,NEWPORT WATER SYSTEM,NEWPORT WATER SYSTEM,28570,28570,PFOS,8.1,4.0,True,3300,S,NC0416020
NC,NORTH LENOIR WATER CORP,NORTH LENOIR WATER CORP,28501,28501|28502|28503|28504|28530|28538|28551|28580,PFBS,4.8,2000.0,False,10000,L,NC0454025
NC,NORTH LENOIR WATER CORP,NORTH LENOIR WATER CORP,28501,28501|28502|28503|28504|28530|28538|28551|28580,PFHxS,6.8,10.0,False,10000,L,NC0454025
NC,NORTH LENOIR WATER CORP,NORTH LENOIR WATER CORP,28501,28501|28502|28503|28504|28530|28538|28551|28580,PFOA,6.0,4.0,True,10000,L,NC0454025
NC,NORTH LENOIR WATER CORP,NORTH LENOIR WATER CORP,28501,28501|28502|28503|28504|28530|28538|28551|28580,PFOS,10.1,4.0,True,10000,L,NC0454025
NC,NORTHAMPTON--LAKE GASTON,NORTHAMPTON--LAKE GASTON,27842,27842,PFOS,6.2,4.0,True,3300,S,NC0466110
NC,"NORWOOD, TOWN OF","NORWOOD, TOWN OF",28128,28128,PFOS,5.1,4.0,True,3300,S,NC0184015
NC,"OAK ISLAND, TOWN OF","OAK ISLAND, TOWN OF",28465,28465,HFPO-DA (GenX),5.2,10.0,False,10000,L,NC0410020
NC,"OAK ISLAND, TOWN OF","OAK ISLAND, TOWN OF",28465,28465,PFBS,6.0,2000.0,False,10000,L,NC0410020
NC,"OAK ISLAND, TOWN OF","OAK ISLAND, TOWN OF",28465,28465,PFHxS,5.1,10.0,False,10000,L,NC0410020
NC,"OAK ISLAND, TOWN OF","OAK ISLAND, TOWN OF",28465,28465,PFOA,7.0,4.0,True,10000,L,NC0410020
NC,"OAK ISLAND, TOWN OF","OAK ISLAND, TOWN OF",28465,28465,PFOS,12.0,4.0,True,10000,L,NC0410020
NC,"OCEAN ISLE BEACH, TOWN OF","OCEAN ISLE BEACH, TOWN OF",28469,28469,HFPO-DA (GenX),5.9,10.0,False,3300,S,NC0410035
NC,"OCEAN ISLE BEACH, TOWN OF","OCEAN ISLE BEACH, TOWN OF",28469,28469,PFBS,5.3,2000.0,False,3300,S,NC0410035
NC,"OCEAN ISLE BEACH, TOWN OF","OCEAN ISLE BEACH, TOWN OF",28469,28469,PFHxS,5.5,10.0,False,3300,S,NC0410035
NC,"OCEAN ISLE BEACH, TOWN OF","OCEAN ISLE BEACH, TOWN OF",28469,28469,PFOA,7.4,4.0,True,3300,S,NC0410035
NC,"OCEAN ISLE BEACH, TOWN OF","OCEAN ISLE BEACH, TOWN OF",28469,28469,PFOS,15.0,4.0,True,3300,S,NC0410035
NC,"OLD FORT, TOWN OF","OLD FORT, TOWN OF",28762,28762,PFBS,5.1,2000.0,False,3300,S,NC0156025
NC,OLD NORTH UTILITIES SERVICES/FT BRAGG,OLD NORTH UTILITIES SERVICES/FT BRAGG,28307,28307|28308|28310,PFBS,5.7,2000.0,False,10000,L,NC5026019
NC,OLD NORTH UTILITIES SERVICES/FT BRAGG,OLD NORTH UTILITIES SERVICES/FT BRAGG,28307,28307|28308|28310,PFHxS,5.1,10.0,False,10000,L,NC5026019
NC,OLD NORTH UTILITIES SERVICES/FT BRAGG,OLD NORTH UTILITIES SERVICES/FT BRAGG,28307,28307|28308|28310,PFOA,8.7,4.0,True,10000,L,NC5026019
NC,OLD NORTH UTILITIES SERVICES/FT BRAGG,OLD NORTH UTILITIES SERVICES/FT BRAGG,28307,28307|28308|28310,PFOS,14.3,4.0,True,10000,L,NC5026019
NC,ORANGE WATER & SEWER AUTHORITY,ORANGE WATER & SEWER AUTHORITY,27510,27510|27514|27516|27517|27599|27707,PFOA,4.6,4.0,True,10000,L,NC0368010
NC,ORANGE WATER & SEWER AUTHORITY,ORANGE WATER & SEWER AUTHORITY,27510,27510|27514|27516|27517|27599|27707,PFOS,4.8,4.0,True,10000,L,NC0368010
NC,ORANGE-ALAMANCE WATER SYSTEM,ORANGE-ALAMANCE WATER SYSTEM,27243,27243|27253|27258|27302,PFOA,9.4,4.0,True,3300,S,NC0368020
NC,ORANGE-ALAMANCE WATER SYSTEM,ORANGE-ALAMANCE WATER SYSTEM,27243,27243|27253|27258|27302,PFOS,11.8,4.0,True,3300,S,NC0368020
NC,"OXFORD, CITY OF","OXFORD, CITY OF",27537,27537|27565,PFOS,5.3,4.0,True,3300,S,NC0239010
NC,PENDER COUNTY UTILITIES,PENDER COUNTY UTILITIES,28401,28401|28411|28425|28435|28443|28445|28454|28457|28478,PFBS,5.3,2000.0,False,10000,L,NC7071011
NC,PFEIFFER-N STANLY WATER ASSOC,PFEIFFER-N STANLY WATER ASSOC,28071,28071|28109|28127|28137,PFOS,5.5,4.0,True,3300,S,NC0184025
NC,"RALEIGH, CITY OF","RALEIGH, CITY OF",27520,27520|27529|27545|27571|27587|27591|27597|27603|27604|27606|27607|27608|27609|27610|27612|27613|27614|27615|27616|27617,PFBS,3.3,2000.0,False,10000,L,NC0392010
NC,"RALEIGH, CITY OF","RALEIGH, CITY OF",27520,27520|27529|27545|27571|27587|27591|27597|27603|27604|27606|27607|27608|27609|27610|27612|27613|27614|27615|27616|27617,PFOS,5.6,4.0,True,10000,L,NC0392010
NC,"RANDLEMAN, CITY OF","RANDLEMAN, CITY OF",27317,27317|27350,PFBS,9.5,2000.0,False,3300,S,NC0276015
NC,"RANDLEMAN, CITY OF","RANDLEMAN, CITY OF",27317,27317|27350,PFHxS,4.2,10.0,False,3300,S,NC0276015
NC,"RANDLEMAN, CITY OF","RANDLEMAN, CITY OF",27317,27317|27350,PFOA,11.4,4.0,True,3300,S,NC0276015
NC,"RANDLEMAN, CITY OF","RANDLEMAN, CITY OF",27317,27317|27350,PFOS,14.1,4.0,True,3300,S,NC0276015
NC,"REIDSVILLE, CITY OF","REIDSVILLE, CITY OF",27320,27320,PFOS,4.0,4.0,False,10000,L,NC0279020
NC,RICHMOND COUNTY WATER SYSTEM,RICHMOND COUNTY WATER SYSTEM,28338,28338|28345|28347|28379,PFBS,3.1,2000.0,False,10000,L,NC0377109
NC,RICHMOND COUNTY WATER SYSTEM,RICHMOND COUNTY WATER SYSTEM,28338,28338|28345|28347|28379,PFOS,4.7,4.0,True,10000,L,NC0377109
NC,ROANOKE RAPIDS SANITARY DIST,ROANOKE RAPIDS SANITARY DIST,27832,27832|27870,PFOS,5.4,4.0,True,10000,L,NC0442010
NC,ROBESON COUNTY WATER SYSTEM,ROBESON COUNTY WATER SYSTEM,28301,28301|28319|28340|28357|28358|28359|28360|28364|28369|28371|28372|28375|28377|28378|28383|28384|28386,HFPO-DA (GenX),34.0,10.0,True,10000,L,NC0378055
NC,ROBESON COUNTY WATER SYSTEM,ROBESON COUNTY WATER SYSTEM,28301,28301|28319|28340|28357|28358|28359|28360|28364|28369|28371|28372|28375|28377|28378|28383|28384|28386,PFBS,8.5,2000.0,False,10000,L,NC0378055
NC,ROBESON COUNTY WATER SYSTEM,ROBESON COUNTY WATER SYSTEM,28301,28301|28319|28340|28357|28358|28359|28360|28364|28369|28371|28372|28375|28377|28378|28383|28384|28386,PFHxS,8.4,10.0,False,10000,L,NC0378055
NC,ROBESON COUNTY WATER SYSTEM,ROBESON COUNTY WATER SYSTEM,28301,28301|28319|28340|28357|28358|28359|28360|28364|28369|28371|28372|28375|28377|28378|28383|28384|28386,PFOA,30.0,4.0,True,10000,L,NC0378055
NC,ROBESON COUNTY WATER SYSTEM,ROBESON COUNTY WATER SYSTEM,28301,28301|28319|28340|28357|28358|28359|28360|28364|28369|28371|28372|28375|28377|28378|28383|28384|28386,PFOS,6.1,4.0,True,10000,L,NC0378055
NC,"ROCKINGHAM, CITY OF","ROCKINGHAM, CITY OF",28379,28379,PFHxS,3.2,10.0,False,10000,L,NC0377015
NC,"ROCKINGHAM, CITY OF","ROCKINGHAM, CITY OF",28379,28379,PFOA,4.4,4.0,True,10000,L,NC0377015
NC,"ROCKINGHAM, CITY OF","ROCKINGHAM, CITY OF",28379,28379,PFOS,4.9,4.0,True,10000,L,NC0377015
NC,"ROCKY MOUNT, CITY OF","ROCKY MOUNT, CITY OF",27801,27801|27802|27803|27804|27809|27891,PFOA,8.6,4.0,True,10000,L,NC0464010
NC,"ROCKY MOUNT, CITY OF","ROCKY MOUNT, CITY OF",27801,27801|27802|27803|27804|27809|27891,PFOS,9.4,4.0,True,10000,L,NC0464010
NC,"ROXBORO, CITY OF","ROXBORO, CITY OF",27573,27573|27574|27583,PFOS,4.6,4.0,True,10000,L,NC0273010
NC,"SANFORD, CITY OF","SANFORD, CITY OF",27330,27330,PFBS,15.0,2000.0,False,10000,L,NC0353010
NC,"SANFORD, CITY OF","SANFORD, CITY OF",27330,27330,PFHxS,5.3,10.0,False,10000,L,NC0353010
NC,"SANFORD, CITY OF","SANFORD, CITY OF",27330,27330,PFOA,9.4,4.0,True,10000,L,NC0353010
NC,"SANFORD, CITY OF","SANFORD, CITY OF",27330,27330,PFOS,16.0,4.0,True,10000,L,NC0353010
NC,"SELMA, TOWN OF","SELMA, TOWN OF",27576,27576,PFBS,5.8,2000.0,False,3300,S,NC0351015
NC,"SELMA, TOWN OF","SELMA, TOWN OF",27576,27576,PFHxS,18.0,10.0,True,3300,S,NC0351015
NC,"SELMA, TOWN OF","SELMA, TOWN OF",27576,27576,PFOS,11.0,4.0,True,3300,S,NC0351015
NC,"SELMA, TOWN OF (COUNTY LINE)","SELMA, TOWN OF (COUNTY LINE)",27576,27576,PFBS,4.6,2000.0,False,3300,S,NC4051009
NC,"SELMA, TOWN OF (COUNTY LINE)","SELMA, TOWN OF (COUNTY LINE)",27576,27576,PFOA,5.7,4.0,True,3300,S,NC4051009
NC,"SELMA, TOWN OF (COUNTY LINE)","SELMA, TOWN OF (COUNTY LINE)",27576,27576,PFOS,6.6,4.0,True,3300,S,NC4051009
NC,SEYMOUR JOHNSON AFB,SEYMOUR JOHNSON AFB,27531,27531|27534,PFBS,4.4,2000.0,False,3300,S,NC0496055
NC,SEYMOUR JOHNSON AFB,SEYMOUR JOHNSON AFB,27531,27531|27534,PFOA,6.8,4.0,True,3300,S,NC0496055
NC,SEYMOUR JOHNSON AFB,SEYMOUR JOHNSON AFB,27531,27531|27534,PFOS,7.3,4.0,True,3300,S,NC0496055
NC,"SILER CITY, TOWN OF","SILER CITY, TOWN OF",27344,27344,PFOA,4.7,4.0,True,3300,S,NC0319010
NC,"SILER CITY, TOWN OF","SILER CITY, TOWN OF",27344,27344,PFOS,12.1,4.0,True,3300,S,NC0319010
NC,SMITHFIELD FRESH MEATS CORP - TAR HEEL,SMITHFIELD FRESH MEATS CORP - TAR HEEL,28392,28392,PFBS,3.7,2000.0,False,3300,S,NC0309527
NC,SMITHFIELD FRESH MEATS CORP - TAR HEEL,SMITHFIELD FRESH MEATS CORP - TAR HEEL,28392,28392,PFHxS,3.5,10.0,False,3300,S,NC0309527
NC,SMITHFIELD FRESH MEATS CORP - TAR HEEL,SMITHFIELD FRESH MEATS CORP - TAR HEEL,28392,28392,PFOA,4.9,4.0,True,3300,S,NC0309527
NC,SMITHFIELD FRESH MEATS CORP - TAR HEEL,SMITHFIELD FRESH MEATS CORP - TAR HEEL,28392,28392,PFOS,6.1,4.0,True,3300,S,NC0309527
NC,"SMITHFIELD NC, TOWN OF","SMITHFIELD NC, TOWN OF",27577,27577,PFBS,3.0,2000.0,False,10000,L,NC0351010
NC,"SMITHFIELD NC, TOWN OF","SMITHFIELD NC, TOWN OF",27577,27577,PFOA,4.7,4.0,True,10000,L,NC0351010
NC,"SMITHFIELD NC, TOWN OF","SMITHFIELD NC, TOWN OF",27577,27577,PFOS,7.7,4.0,True,10000,L,NC0351010
NC,SOUTH GRANVILLE WTR&SEWER AUTHORITY,SOUTH GRANVILLE WTR&SEWER AUTHORITY,27509,27509|27522|27525|27581,PFOA,11.0,4.0,True,10000,L,NC0239107
NC,SOUTH GRANVILLE WTR&SEWER AUTHORITY,SOUTH GRANVILLE WTR&SEWER AUTHORITY,27509,27509|27522|27525|27581,PFOS,19.0,4.0,True,10000,L,NC0239107
NC,SOUTHERN MIDDLE SCHOOL,SOUTHERN MIDDLE SCHOOL,27401,27401|27406,PFOA,5.3,4.0,True,3300,S,NC3041076
NC,SOUTHERN OUTER BANKS WTR SYST,SOUTHERN OUTER BANKS WTR SYST,27927,27927,PFBS,3.7,2000.0,False,3300,S,NC6027001
NC,SOUTHERN WAYNE SANITARY DIST,SOUTHERN WAYNE SANITARY DIST,27530,27530,PFBS,5.5,2000.0,False,3300,S,NC0496045
NC,SOUTHERN WAYNE SANITARY DIST,SOUTHERN WAYNE SANITARY DIST,27530,27530,PFHxS,3.2,10.0,False,3300,S,NC0496045
NC,SOUTHGATE S/D,SOUTHGATE S/D,27529,27529,PFBS,4.7,2000.0,False,3300,S,NC0351185
NC,SOUTHGATE S/D,SOUTHGATE S/D,27529,27529,PFOA,7.6,4.0,True,3300,S,NC0351185
NC,SOUTHGATE S/D,SOUTHGATE S/D,27529,27529,PFOS,7.7,4.0,True,3300,S,NC0351185
NC,"SPRING LAKE, TOWN OF","SPRING LAKE, TOWN OF",28390,28390,PFBS,6.4,2000.0,False,10000,L,NC0326020
NC,"SPRING LAKE, TOWN OF","SPRING LAKE, TOWN OF",28390,28390,PFHxS,8.3,10.0,False,10000,L,NC0326020
NC,"SPRING LAKE, TOWN OF","SPRING LAKE, TOWN OF",28390,28390,PFOA,9.4,4.0,True,10000,L,NC0326020
NC,"SPRING LAKE, TOWN OF","SPRING LAKE, TOWN OF",28390,28390,PFOS,15.6,4.0,True,10000,L,NC0326020
NC,STANLY CO-WEST STANLY DIST,STANLY CO-WEST STANLY DIST,28001,28001|28097|28107|28124|28129|28163,PFOS,5.7,4.0,True,3300,S,NC0184035
NC,STOKES REGIONAL WATER CORP,STOKES REGIONAL WATER CORP,,,PFBS,4.6,2000.0,False,3300,S,NC0474060
NC,STOKES REGIONAL WATER CORP,STOKES REGIONAL WATER CORP,,,PFOA,5.8,4.0,True,3300,S,NC0474060
NC,STOKES REGIONAL WATER CORP,STOKES REGIONAL WATER CORP,,,PFOS,6.0,4.0,True,3300,S,NC0474060
NC,"TARBORO, TOWN OF","TARBORO, TOWN OF",27886,27886,PFOA,4.1,4.0,True,10000,L,NC0433010
NC,"TARBORO, TOWN OF","TARBORO, TOWN OF",27886,27886,PFOS,5.1,4.0,True,10000,L,NC0433010
NC,THE CAPE MASTER SYSTEM,THE CAPE MASTER SYSTEM,28409,28409|28412,HFPO-DA (GenX),8.4,10.0,False,10000,L,NC0465199
NC,THE CAPE MASTER SYSTEM,THE CAPE MASTER SYSTEM,28409,28409|28412,PFBS,4.6,2000.0,False,10000,L,NC0465199
NC,"THOMASVILLE, CITY OF","THOMASVILLE, CITY OF",27360,27360,PFOS,4.7,4.0,True,10000,L,NC0229020
NC,"TROY, TOWN OF","TROY, TOWN OF",27371,27371,PFOS,5.5,4.0,True,3300,S,NC0362020
NC,UNION COUNTY WATER SYSTEM,UNION COUNTY WATER SYSTEM,28079,28079|28103|28104|28108|28110|28111|28112|28173|28174,PFOA,4.2,4.0,True,10000,L,NC0190413
NC,UNION COUNTY WATER SYSTEM,UNION COUNTY WATER SYSTEM,28079,28079|28103|28104|28108|28110|28111|28112|28173|28174,PFOS,4.9,4.0,True,10000,L,NC0190413
NC,"WADESBORO, TOWN OF","WADESBORO, TOWN OF",28170,28170,PFOS,5.2,4.0,True,3300,S,NC0304020
NC,WARREN COUNTY WATER SYSTEM,WARREN COUNTY WATER SYSTEM,27551,27551|27553|27563|27570|27589|27842|27844,PFOS,5.5,4.0,True,3300,S,NC0293015
NC,WAYNE WATER  DISTRICTS PURCHASE,WAYNE WATER  DISTRICTS PURCHASE,27534,27534,PFOA,5.0,4.0,True,10000,L,NC6096001
NC,WAYNE WATER  DISTRICTS PURCHASE,WAYNE WATER  DISTRICTS PURCHASE,27534,27534,PFOS,5.4,4.0,True,10000,L,NC6096001
NC,"WILLIAMSTON, TOWN OF","WILLIAMSTON, TOWN OF",27892,27892,PFOS,4.8,4.0,True,3300,S,NC0459010
NC,"WINGATE, TOWN OF","WINGATE, TOWN OF",28174,28174,PFOS,4.9,4.0,True,3300,S,NC0190030
NC,"WINTERVILLE, TOWN OF","WINTERVILLE, TOWN OF",28590,28590,PFBS,3.3,2000.0,False,3300,S,NC0474040
NC,"WINTERVILLE, TOWN OF","WINTERVILLE, TOWN OF",28590,28590,PFOA,5.3,4.0,True,3300,S,NC0474040
NC,"WINTERVILLE, TOWN OF","WINTERVILLE, TOWN OF",28590,28590,PFOS,6.6,4.0,True,3300,S,NC0474040
NC,"YADKINVILLE, TOWN OF","YADKINVILLE, TOWN OF",27055,27055,PFBS,3.1,2000.0,False,3300,S,NC0299015
NE,"AUBURN, CITY OF","AUBURN, CITY OF",68305,68305,PFHxS,5.5,10.0,False,3300,S,NE3112703
NE,"FREMONT, CITY OF","FREMONT, CITY OF",68025,68025|68026,PFBS,5.6,2000.0,False,10000,L,NE3105312
NE,"FREMONT, CITY OF","FREMONT, CITY OF",68025,68025|68026,PFHxS,3.3,10.0,False,10000,L,NE3105312
NE,"GRAND ISLAND, CITY OF","GRAND ISLAND, CITY OF",68801,68801|68802|68803|68810,PFBS,4.8,2000.0,False,10000,L,NE3107902
NE,"GRAND ISLAND, CITY OF","GRAND ISLAND, CITY OF",68801,68801|68802|68803|68810,PFHxS,24.6,10.0,True,10000,L,NE3107902
NE,"GRAND ISLAND, CITY OF","GRAND ISLAND, CITY OF",68801,68801|68802|68803|68810,PFOS,7.5,4.0,True,10000,L,NE3107902
NE,"HASTINGS, CITY OF","HASTINGS, CITY OF",68901,68901,PFHxS,6.0,10.0,False,10000,L,NE3100101
NE,"HASTINGS, CITY OF","HASTINGS, CITY OF",68901,68901,PFOS,6.6,4.0,True,10000,L,NE3100101
NE,"NORTH PLATTE, CITY OF","NORTH PLATTE, CITY OF",69101,69101|69103,PFHxS,6.5,10.0,False,10000,L,NE3111106
NE,"NORTH PLATTE, CITY OF","NORTH PLATTE, CITY OF",69101,69101|69103,PFOS,17.0,4.0,True,10000,L,NE3111106
NE,"PLATTSMOUTH, CITY OF","PLATTSMOUTH, CITY OF",68048,68048,PFHxS,7.1,10.0,False,3300,S,NE3102501
NE,"PLATTSMOUTH, CITY OF","PLATTSMOUTH, CITY OF",68048,68048,PFOS,18.5,4.0,True,3300,S,NE3102501
NH,AQUARION WATER/NH,AQUARION WATER/NH,03842,03842|03843|03862|03870|03885,PFOA,4.7,4.0,True,10000,L,NH1051010
NH,AQUARION WATER/NH,AQUARION WATER/NH,03842,03842|03843|03862|03870|03885,PFOS,4.5,4.0,True,10000,L,NH1051010
NH,CENTRAL HOOKSETT WATER PCT,CENTRAL HOOKSETT WATER PCT,03106,03106,PFOA,4.9,4.0,True,3300,S,NH1181010
NH,DERRY WATER DEPT,DERRY WATER DEPT,03038,03038|03053,PFOA,4.6,4.0,True,10000,L,NH0611010
NH,EXETER WATER DEPT,EXETER WATER DEPT,03833,03833,PFBS,3.0,2000.0,False,10000,L,NH0801010
NH,EXETER WATER DEPT,EXETER WATER DEPT,03833,03833,PFOA,6.0,4.0,True,10000,L,NH0801010
NH,EXETER WATER DEPT,EXETER WATER DEPT,03833,03833,PFOS,4.0,4.0,False,10000,L,NH0801010
NH,HAMPSTEAD AREA WATER,HAMPSTEAD AREA WATER,03811,03811|03841|03865,PFBS,7.2,2000.0,False,3300,S,NH1031010
NH,HAMPSTEAD AREA WATER,HAMPSTEAD AREA WATER,03811,03811|03841|03865,PFOA,7.2,4.0,True,3300,S,NH1031010
NH,HAMPSTEAD AREA WATER,HAMPSTEAD AREA WATER,03811,03811|03841|03865,PFOS,7.5,4.0,True,3300,S,NH1031010
NH,HUDSON WATER DEPT,HUDSON WATER DEPT,03051,03051,PFOA,9.0,4.0,True,10000,L,NH1201010
NH,JAFFREY WATER WORKS,JAFFREY WATER WORKS,03452,03452|03461,PFHxS,11.0,10.0,True,3300,S,NH1221010
NH,JAFFREY WATER WORKS,JAFFREY WATER WORKS,03452,03452|03461,PFOA,6.6,4.0,True,3300,S,NH1221010
NH,JAFFREY WATER WORKS,JAFFREY WATER WORKS,03452,03452|03461,PFOS,5.6,4.0,True,3300,S,NH1221010
NH,LITTLE POND ESTATES,LITTLE POND ESTATES,03103,03103|03110,PFOA,5.4,4.0,True,3300,S,NH0192080
NH,"MANCHESTER WATER WORKS, NH","MANCHESTER WATER WORKS, NH",03103,03103|03109,PFOA,5.0,4.0,True,10000,L,NH1471010
NH,PEMBROKE WATER WORKS,PEMBROKE WATER WORKS,03106,03106|03275,PFBS,5.9,2000.0,False,3300,S,NH1861010
NH,PEMBROKE WATER WORKS,PEMBROKE WATER WORKS,03106,03106|03275,PFOS,6.5,4.0,True,3300,S,NH1861010
NH,PEU/LITCHFIELD,PEU/LITCHFIELD,03052,03052,PFOA,8.1,4.0,True,3300,S,NH1371010
NH,PEU/LONDONDERRY,PEU/LONDONDERRY,03032,03032|03053|03103,PFOA,6.4,4.0,True,3300,S,NH1391010
NH,PORTSMOUTH WATER WORKS,PORTSMOUTH WATER WORKS,03801,03801|03823|03840|03854|03870,PFBS,9.0,2000.0,False,10000,L,NH1951010
NH,PORTSMOUTH WATER WORKS,PORTSMOUTH WATER WORKS,03801,03801|03823|03840|03854|03870,PFHxS,5.0,10.0,False,10000,L,NH1951010
NH,PORTSMOUTH WATER WORKS,PORTSMOUTH WATER WORKS,03801,03801|03823|03840|03854|03870,PFOA,7.0,4.0,True,10000,L,NH1951010
NH,PORTSMOUTH WATER WORKS,PORTSMOUTH WATER WORKS,03801,03801|03823|03840|03854|03870,PFOS,5.0,4.0,True,10000,L,NH1951010
NH,RYE WATER DIST,RYE WATER DIST,03870,03870,PFOA,8.3,4.0,True,3300,S,NH2041010
NH,RYE WATER DIST,RYE WATER DIST,03870,03870,PFOS,7.8,4.0,True,3300,S,NH2041010
NH,SALEM WATER DEPT,SALEM WATER DEPT,03079,03079|03087,PFOA,8.5,4.0,True,10000,L,NH2051010
NH,SEABROOK WATER DEPT,SEABROOK WATER DEPT,03874,03874,PFOA,8.0,4.0,True,10000,L,NH2111010
NH,SEABROOK WATER DEPT,SEABROOK WATER DEPT,03874,03874,PFOS,5.3,4.0,True,10000,L,NH2111010
NJ,ALLAMUCHY TWP WATER & SEWER,ALLAMUCHY TWP WATER & SEWER,07820,07820|07838|07840,PFHxS,3.3,10.0,False,3300,S,NJ2101001
NJ,ALLENDALE WATER DEPT,ALLENDALE WATER DEPT,07401,07401,PFBS,3.6,2000.0,False,3300,S,NJ0201001
NJ,ALLENDALE WATER DEPT,ALLENDALE WATER DEPT,07401,07401,PFHxS,5.2,10.0,False,3300,S,NJ0201001
NJ,ALLENDALE WATER DEPT,ALLENDALE WATER DEPT,07401,07401,PFOA,17.8,4.0,True,3300,S,NJ0201001
NJ,ALLENDALE WATER DEPT,ALLENDALE WATER DEPT,07401,07401,PFOS,13.1,4.0,True,3300,S,NJ0201001
NJ,AQUA NJ - BLACKWOOD,AQUA NJ - BLACKWOOD,08012,08012|08021|08032|08081|08403,PFOA,4.8,4.0,True,10000,L,NJ0415002
NJ,AQUA NJ - HAMILTON SQUARE,AQUA NJ - HAMILTON SQUARE,08501,08501|08515|08520|08619|08690|08691,PFHxS,10.4,10.0,True,10000,L,NJ1103001
NJ,AQUA NJ - HAMILTON SQUARE,AQUA NJ - HAMILTON SQUARE,08501,08501|08515|08520|08619|08690|08691,PFOA,11.6,4.0,True,10000,L,NJ1103001
NJ,AQUA NJ - HAMILTON SQUARE,AQUA NJ - HAMILTON SQUARE,08501,08501|08515|08520|08619|08690|08691,PFOS,11.4,4.0,True,10000,L,NJ1103001
NJ,AQUA NJ - LAWRENCE,AQUA NJ - LAWRENCE,08540,08540|08648,PFBS,4.9,2000.0,False,3300,S,NJ1107002
NJ,AQUA NJ - LAWRENCE,AQUA NJ - LAWRENCE,08540,08540|08648,PFOA,8.1,4.0,True,3300,S,NJ1107002
